tumor_id	normal_id	tumor_bam	normal_bam
80	s_C_001497_M002_d	s_C_001497_N002_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001497_M002_d/s_C_001497_M002_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001497_N002_d/s_C_001497_N002_d.bam
81	s_C_001506_P001_d	s_C_001506_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001506_P001_d/s_C_001506_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001506_N001_d/s_C_001506_N001_d.bam
82	s_C_001512_P001_d	s_C_001512_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001512_P001_d/s_C_001512_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001512_N001_d/s_C_001512_N001_d.bam
83	s_C_001515_P001_d	s_C_001515_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001515_P001_d/s_C_001515_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001515_N001_d/s_C_001515_N001_d.bam
84	s_C_001527_P001_d	s_C_001527_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001527_P001_d/s_C_001527_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001527_N001_d/s_C_001527_N001_d.bam
85	s_C_001551_M001_d	s_C_001551_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001551_M001_d/s_C_001551_M001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001551_N001_d/s_C_001551_N001_d.bam
86	s_C_001553_P001_d	s_C_001553_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001553_P001_d/s_C_001553_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001553_N001_d/s_C_001553_N001_d.bam
87	s_C_001556_P001_d	s_C_001556_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001556_P001_d/s_C_001556_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001556_N001_d/s_C_001556_N001_d.bam
88	s_C_001560_P001_d	s_C_001560_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001560_P001_d/s_C_001560_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001560_N001_d/s_C_001560_N001_d.bam
89	s_C_001570_M001_d	s_C_001570_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001570_M001_d/s_C_001570_M001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001570_N001_d/s_C_001570_N001_d.bam
90	s_C_001580_P001_d	s_C_001580_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001580_P001_d/s_C_001580_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001580_N001_d/s_C_001580_N001_d.bam
91	s_C_001581_P001_d	s_C_001581_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001581_P001_d/s_C_001581_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001581_N001_d/s_C_001581_N001_d.bam
92	s_C_001605_P001_d	s_C_001605_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001605_P001_d/s_C_001605_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001605_N001_d/s_C_001605_N001_d.bam
93	s_C_001615_P001_d	s_C_001615_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001615_P001_d/s_C_001615_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001615_N001_d/s_C_001615_N001_d.bam
94	s_C_001620_P001_d	s_C_001620_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001620_P001_d/s_C_001620_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001620_N001_d/s_C_001620_N001_d.bam
95	s_C_001622_M001_d	s_C_001622_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001622_M001_d/s_C_001622_M001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001622_N001_d/s_C_001622_N001_d.bam
96	s_C_001639_P001_d	s_C_001639_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001639_P001_d/s_C_001639_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001639_N001_d/s_C_001639_N001_d.bam
97	s_C_001648_P001_d	s_C_001648_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001648_P001_d/s_C_001648_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001648_N001_d/s_C_001648_N001_d.bam
98	s_C_001650_P001_d	s_C_001650_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001650_P001_d/s_C_001650_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001650_N001_d/s_C_001650_N001_d.bam
99	s_C_001656_M001_d	s_C_001656_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001656_M001_d/s_C_001656_M001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001656_N001_d/s_C_001656_N001_d.bam
100	s_C_001660_P001_d	s_C_001660_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001660_P001_d/s_C_001660_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001660_N001_d/s_C_001660_N001_d.bam
101	s_C_001661_P001_d	s_C_001661_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001661_P001_d/s_C_001661_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001661_N001_d/s_C_001661_N001_d.bam
102	s_C_001669_P001_d	s_C_001669_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001669_P001_d/s_C_001669_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001669_N001_d/s_C_001669_N001_d.bam
103	s_C_001685_P001_d	s_C_001685_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001685_P001_d/s_C_001685_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001685_N001_d/s_C_001685_N001_d.bam
104	s_C_001704_M001_d	s_C_001704_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001704_M001_d/s_C_001704_M001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001704_N001_d/s_C_001704_N001_d.bam
105	s_C_001708_M001_d	s_C_001708_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001708_M001_d/s_C_001708_M001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001708_N001_d/s_C_001708_N001_d.bam
106	s_C_001719_P001_d	s_C_001719_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001719_P001_d/s_C_001719_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001719_N001_d/s_C_001719_N001_d.bam
107	s_C_001730_P001_d	s_C_001730_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001730_P001_d/s_C_001730_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001730_N001_d/s_C_001730_N001_d.bam
108	s_C_001731_P001_d	s_C_001731_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001731_P001_d/s_C_001731_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001731_N001_d/s_C_001731_N001_d.bam
109	s_C_001803_P001_d	s_C_001803_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001803_P001_d/s_C_001803_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001803_N001_d/s_C_001803_N001_d.bam
110	s_C_001805_M001_d	s_C_001805_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001805_M001_d/s_C_001805_M001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001805_N001_d/s_C_001805_N001_d.bam
111	s_C_001807_M001_d	s_C_001807_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001807_M001_d/s_C_001807_M001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001807_N001_d/s_C_001807_N001_d.bam
112	s_C_001809_M001_d	s_C_001809_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001809_M001_d/s_C_001809_M001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001809_N001_d/s_C_001809_N001_d.bam
113	s_C_001816_P001_d	s_C_001816_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001816_P001_d/s_C_001816_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001816_N001_d/s_C_001816_N001_d.bam
114	s_C_001817_P001_d	s_C_001817_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001817_P001_d/s_C_001817_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001817_N001_d/s_C_001817_N001_d.bam
115	s_C_001824_P001_d	s_C_001824_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001824_P001_d/s_C_001824_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001824_N001_d/s_C_001824_N001_d.bam
116	s_C_001830_P001_d	s_C_001830_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001830_P001_d/s_C_001830_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001830_N001_d/s_C_001830_N001_d.bam
117	s_C_001832_P001_d	s_C_001832_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001832_P001_d/s_C_001832_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001832_N001_d/s_C_001832_N001_d.bam
118	s_C_001839_T001_d	s_C_001839_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001839_T001_d/s_C_001839_T001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001839_N001_d/s_C_001839_N001_d.bam
119	s_C_001851_T001_d	s_C_001851_N002_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001851_T001_d/s_C_001851_T001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001851_N002_d/s_C_001851_N002_d.bam
120	s_C_001863_T001_d	s_C_001863_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001863_T001_d/s_C_001863_T001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001863_N001_d/s_C_001863_N001_d.bam
121	s_C_001865_T001_d	s_C_001865_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001865_T001_d/s_C_001865_T001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001865_N001_d/s_C_001865_N001_d.bam
122	s_C_001866_T001_d	s_C_001866_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001866_T001_d/s_C_001866_T001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001866_N001_d/s_C_001866_N001_d.bam
123	s_C_001873_T001_d	s_C_001873_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001873_T001_d/s_C_001873_T001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001873_N001_d/s_C_001873_N001_d.bam
124	s_C_001874_T001_d	s_C_001874_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001874_T001_d/s_C_001874_T001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001874_N001_d/s_C_001874_N001_d.bam
125	s_C_001907_T001_d	s_C_001907_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001907_T001_d/s_C_001907_T001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001907_N001_d/s_C_001907_N001_d.bam
126	s_C_001913_T001_d	s_C_001913_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001913_T001_d/s_C_001913_T001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_001913_N001_d/s_C_001913_N001_d.bam
127	s_C_002117_M001_d	s_C_002117_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_002117_M001_d/s_C_002117_M001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_002117_N001_d/s_C_002117_N001_d.bam
128	s_C_002770_T001_d	s_C_002770_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_002770_T001_d/s_C_002770_T001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_002770_N001_d/s_C_002770_N001_d.bam
129	s_C_002786_T001_d	s_C_002786_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_002786_T001_d/s_C_002786_T001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_002786_N001_d/s_C_002786_N001_d.bam
130	s_C_002798_T002_d	s_C_002798_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_002798_T002_d/s_C_002798_T002_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_002798_N001_d/s_C_002798_N001_d.bam
131	s_C_006045_M001_d	s_C_006045_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006045_M001_d/s_C_006045_M001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006045_N001_d/s_C_006045_N001_d.bam
132	s_C_006055_M001_d	s_C_006055_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006055_M001_d/s_C_006055_M001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006055_N001_d/s_C_006055_N001_d.bam
133	s_C_006058_P001_d	s_C_006058_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006058_P001_d/s_C_006058_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006058_N001_d/s_C_006058_N001_d.bam
134	s_C_006063_M001_d	s_C_006063_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006063_M001_d/s_C_006063_M001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006063_N001_d/s_C_006063_N001_d.bam
135	s_C_006082_M001_d	s_C_006082_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006082_M001_d/s_C_006082_M001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006082_N001_d/s_C_006082_N001_d.bam
136	s_C_006197_M001_d	s_C_006197_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006197_M001_d/s_C_006197_M001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006197_N001_d/s_C_006197_N001_d.bam
137	s_C_006201_M001_d	s_C_006201_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006201_M001_d/s_C_006201_M001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006201_N001_d/s_C_006201_N001_d.bam
138	s_C_006203_P001_d	s_C_006203_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006203_P001_d/s_C_006203_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006203_N001_d/s_C_006203_N001_d.bam
139	s_C_006228_T001_d	s_C_006228_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006228_T001_d/s_C_006228_T001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006228_N001_d/s_C_006228_N001_d.bam
140	s_C_006232_T001_d	s_C_006232_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006232_T001_d/s_C_006232_T001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006232_N001_d/s_C_006232_N001_d.bam
141	s_C_006246_T001_d	s_C_006246_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006246_T001_d/s_C_006246_T001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006246_N001_d/s_C_006246_N001_d.bam
142	s_C_006249_T001_d	s_C_006249_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006249_T001_d/s_C_006249_T001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006249_N001_d/s_C_006249_N001_d.bam
143	s_C_006257_P001_d	s_C_006257_N002_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006257_P001_d/s_C_006257_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006257_N002_d/s_C_006257_N002_d.bam
144	s_C_006259_P001_d	s_C_006259_N002_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006259_P001_d/s_C_006259_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006259_N002_d/s_C_006259_N002_d.bam
145	s_C_006262_P001_d	s_C_006262_N002_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006262_P001_d/s_C_006262_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006262_N002_d/s_C_006262_N002_d.bam
146	s_C_006266_P001_d	s_C_006266_N002_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006266_P001_d/s_C_006266_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006266_N002_d/s_C_006266_N002_d.bam
147	s_C_006272_P002_d	s_C_006272_N002_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006272_P002_d/s_C_006272_P002_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006272_N002_d/s_C_006272_N002_d.bam
148	s_C_006312_M001_d	s_C_006312_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006312_M001_d/s_C_006312_M001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006312_N001_d/s_C_006312_N001_d.bam
149	s_C_006537_P002_d	s_C_006537_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006537_P002_d/s_C_006537_P002_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006537_N001_d/s_C_006537_N001_d.bam
150	s_C_006573_M002_d	s_C_006573_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006573_M002_d/s_C_006573_M002_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006573_N001_d/s_C_006573_N001_d.bam
151	s_C_006575_T001_d	s_C_006575_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006575_T001_d/s_C_006575_T001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006575_N001_d/s_C_006575_N001_d.bam
152	s_C_006576_T001_d	s_C_006576_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006576_T001_d/s_C_006576_T001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006576_N001_d/s_C_006576_N001_d.bam
153	s_C_006577_T001_d	s_C_006577_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006577_T001_d/s_C_006577_T001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006577_N001_d/s_C_006577_N001_d.bam
154	s_C_006592_M001_d	s_C_006592_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006592_M001_d/s_C_006592_M001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006592_N001_d/s_C_006592_N001_d.bam
155	s_C_006630_M001_d	s_C_006630_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006630_M001_d/s_C_006630_M001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006630_N001_d/s_C_006630_N001_d.bam
156	s_C_006723_M001_d	s_C_006723_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006723_M001_d/s_C_006723_M001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006723_N001_d/s_C_006723_N001_d.bam
157	s_C_006743_P001_d	s_C_006743_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006743_P001_d/s_C_006743_P001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006743_N001_d/s_C_006743_N001_d.bam
158	s_C_006761_M001_d	s_C_006761_N001_d	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006761_M001_d/s_C_006761_M001_d.bam	/juno/work/tempo/wes_repo/Results/v1.4.x/cohort_level/CCS_NFCXOZVP/bams/s_C_006761_N001_d/s_C_006761_N001_d.bam
